0	45.7071
1	45.7071
2	45.7071
3	45.7071
4	45.7071
5	45.7071
6	45.7071
7	8.25898
8	8.25898
9	8.25898
10	8.25898
11	8.25898
12	8.25898
13	8.25898
14	8.25898
15	8.25898
16	8.25898
17	8.25898
18	8.25898
19	8.25898
20	7.73698
21	7.73698
22	7.73698
23	7.73698
24	7.73698
25	7.73698
26	7.73698
27	7.73698
28	7.73698
29	7.73698
30	7.73698
31	7.73698
32	7.73698
33	7.73698
34	7.73698
35	7.73698
36	7.73698
37	7.73698
38	7.73698
39	7.73698
40	7.73698
41	7.73698
42	7.73698
43	7.73698
44	7.73698
45	7.73698
46	7.73698
47	7.73698
48	7.73698
49	7.73698
50	7.73698
51	7.73698
52	7.73698
53	7.73698
54	7.73698
55	7.73698
56	7.73698
57	7.73698
58	7.73698
59	7.73698
60	7.73698
61	7.73698
62	7.73698
63	7.73698
64	7.73698
65	7.73698
66	7.73698
67	7.73698
68	7.73698
69	7.73698
70	7.73698
71	7.73698
72	7.73698
73	7.73698
74	7.73698
75	7.73698
76	7.73698
77	7.73698
78	7.73698
79	7.73698
80	7.73698
81	7.73698
82	7.73698
83	7.73698
84	7.73698
85	7.73698
86	7.60461
87	7.60461
88	7.60461
89	7.60461
90	7.60461
91	7.60461
92	7.60461
93	7.60461
94	7.60461
95	7.60461
96	7.60461
97	7.60461
98	7.60461
99	7.60461
100	7.60461
101	7.60461
102	7.60461
103	7.60461
104	7.60461
105	7.60461
106	7.60461
107	7.60461
108	7.60461
109	7.60461
110	7.60461
111	7.60461
112	7.60461
113	7.60461
114	7.60461
115	7.60461
116	7.60461
117	7.60461
118	7.60461
119	7.60461
120	7.60461
121	7.60461
122	7.60461
123	7.60461
124	7.60461
125	7.60461
126	7.60461
127	7.60461
128	7.60461
129	7.60461
130	7.60461
131	7.60461
132	7.60461
133	7.60461
134	6.49003
135	6.49003
136	6.49003
137	6.49003
138	6.49003
139	6.49003
140	6.49003
141	6.49003
142	6.49003
143	6.49003
144	6.49003
145	6.49003
146	6.49003
147	6.49003
148	6.49003
149	6.49003
150	6.49003
151	6.49003
152	6.49003
153	6.49003
154	6.49003
155	6.49003
156	6.49003
157	6.49003
158	6.49003
159	6.49003
160	6.49003
161	6.49003
162	6.49003
163	6.49003
164	6.49003
165	6.49003
166	6.49003
167	6.49003
168	6.49003
169	6.49003
170	6.49003
171	6.49003
172	6.49003
173	6.49003
174	6.49003
175	6.49003
176	6.49003
177	6.49003
178	6.49003
179	6.49003
180	6.49003
181	6.49003
182	6.49003
183	6.49003
184	6.49003
185	6.49003
186	6.49003
187	6.49003
188	6.49003
189	6.49003
190	6.49003
191	6.49003
192	6.49003
193	6.49003
194	6.49003
195	6.49003
196	6.49003
197	6.49003
198	6.49003
199	6.49003
200	6.49003
201	6.49003
202	6.49003
203	6.49003
204	6.49003
205	6.49003
206	6.49003
207	6.49003
208	6.49003
209	6.49003
210	6.49003
211	6.49003
212	6.49003
213	6.49003
214	6.49003
215	6.49003
216	6.49003
217	6.49003
218	6.49003
219	6.49003
220	6.49003
221	6.49003
222	6.49003
223	6.49003
224	6.49003
225	6.49003
226	6.49003
227	6.49003
228	6.49003
229	6.49003
230	6.49003
231	6.49003
232	6.49003
233	6.49003
234	6.49003
235	6.49003
236	6.49003
237	6.49003
238	6.49003
239	6.49003
240	6.49003
241	6.49003
242	6.49003
243	6.49003
244	6.49003
245	6.49003
246	6.49003
247	6.49003
248	6.49003
249	6.49003
250	6.49003
251	6.49003
252	6.49003
253	6.49003
254	6.49003
255	6.49003
256	6.49003
257	6.49003
258	6.49003
259	6.49003
260	6.49003
261	6.49003
262	6.49003
263	6.49003
264	6.49003
265	6.49003
266	6.49003
267	6.49003
268	6.49003
269	6.49003
270	6.49003
271	6.49003
272	6.49003
273	6.49003
274	6.49003
275	6.49003
276	6.49003
277	6.49003
278	6.49003
279	6.49003
280	6.49003
281	6.49003
282	6.49003
283	6.49003
284	6.49003
285	6.49003
286	6.49003
287	6.49003
288	6.49003
289	6.49003
290	6.49003
291	6.49003
292	6.49003
293	6.49003
294	6.49003
295	6.49003
296	6.49003
297	6.49003
298	6.49003
299	6.49003
300	6.49003
301	6.49003
302	6.49003
303	6.49003
304	6.49003
305	6.49003
306	6.49003
307	6.49003
308	6.49003
309	6.49003
310	6.49003
311	6.49003
312	6.49003
313	6.49003
314	6.49003
315	6.49003
316	6.49003
317	6.49003
318	6.49003
319	6.49003
320	6.49003
321	6.49003
322	6.49003
323	6.49003
324	6.49003
325	6.49003
326	6.49003
327	6.49003
328	6.49003
329	6.49003
330	6.49003
331	6.49003
